,cm_dummy,gamedummy,area_kanto,area_keihan,area_tokai,area_keihanshin,age,sex,marry_dummy,job_dummy1,job_dummy2,job_dummy3,job_dummy4,job_dummy5,job_dummy6,job_dummy7,job_dummy8,inc,pmoney,fam_str_dummy1,fam_str_dummy2,fam_str_dummy3,fam_str_dummy4,fam_str_dummy5,child_dummy,T,F1,F2,F3,M1,M2,M3,TVwatch_day,gamesecond,gamecount
1804,0,0,0,0,0,1,34.5,0,1,1,0,0,0,0,0,0,0,449.5,4.0,0,0,1,0,0,1,0,1,0,0,0,0,0,6887.7330247,0,0
1805,0,0,0,1,0,0,44.5,0,1,0,0,0,0,1,0,0,0,103.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,6926.6798999,0,0
1806,0,0,0,1,0,0,24.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,6968.8395048,0,0
1807,0,0,0,1,0,0,44.5,1,0,0,1,0,0,0,0,0,0,151.5,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,7007.4946702,0,0
1808,0,0,0,1,0,0,44.5,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,7026.0971701,0,0
1809,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,649.5,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,7034.6110579,0,0
1810,0,0,0,0,1,0,54.5,0,1,1,0,0,0,0,0,0,0,349.5,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,7044.4218138,0,0
1811,0,0,0,1,0,0,34.5,0,0,0,0,1,0,0,0,0,0,249.5,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,7061.6088039,0,0
1812,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,7072.8958652,0,0
1813,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,349.5,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,7081.2024152,0,0
1814,0,0,0,0,1,0,60.0,1,1,0,0,0,0,0,0,0,1,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,7088.6040708,0,0
1815,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,6.5,0,1,0,0,0,0,0,0,0,0,1,0,0,7088.2419488,0,0
1816,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,649.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,7122.2971513,0,0
1817,0,0,0,0,1,0,44.5,1,1,1,0,0,0,0,0,0,0,649.5,6.5,0,0,1,0,0,1,0,0,0,0,0,1,0,7160.3182956,0,0
1818,0,0,0,1,0,0,44.5,1,0,0,0,1,0,0,0,0,0,249.5,6.5,0,0,1,0,0,0,0,0,0,0,0,1,0,7162.6690972,0,0
1819,0,0,0,0,0,1,44.5,1,0,1,0,0,0,0,0,0,0,349.5,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,7174.4611871,0,0
1820,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,0.0,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,7184.7450701,0,0
1821,0,0,0,0,0,1,24.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,7240.9470734,0,0
1822,0,0,0,0,1,0,44.5,0,1,1,0,0,0,0,0,0,0,800.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,7257.3113595,0,0
1823,0,0,0,0,1,0,44.5,0,1,0,0,0,0,1,0,0,0,103.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,7321.0518811,0,0
1824,0,0,0,0,1,0,24.5,1,0,0,1,0,0,0,0,0,0,103.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,7340.6327349,0,0
1825,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,7358.3034434,0,0
1826,0,0,0,0,1,0,34.5,1,1,1,0,0,0,0,0,0,0,349.5,9.0,0,1,0,0,0,0,0,0,0,0,1,0,0,7369.7568368,0,0
1827,0,0,0,0,1,0,34.5,0,0,1,0,0,0,0,0,0,0,249.5,2.0,0,0,0,1,0,1,0,0,1,0,0,0,0,7447.0873283,0,0
1828,0,0,0,0,0,1,34.5,0,1,0,0,0,0,1,0,0,0,103.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,7457.0208722,0,0
1829,0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,449.5,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,7461.8496921,0,0
1830,0,0,1,0,0,0,34.5,1,0,1,0,0,0,0,0,0,0,549.5,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,7497.0241483,0,0
1831,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,249.5,3.3,0,0,1,0,0,1,0,0,0,0,0,1,0,7509.1237529,0,0
1832,0,0,0,0,0,1,24.5,0,0,1,0,0,0,0,0,0,0,449.5,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,7517.1034898,0,0
1833,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,649.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,7621.6029233,0,0
1834,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,7675.9291737,0,0
1835,0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,7766.9349977,0,0
1836,0,0,0,1,0,0,34.5,0,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,7913.7625981,0,0
1837,0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,7949.9925308,0,0
1838,0,0,0,0,0,1,60.0,1,1,0,0,0,0,0,0,0,1,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,7956.1733603,0,0
1839,0,0,0,0,0,1,44.5,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,7972.5063429,0,0
1840,0,0,0,0,0,1,60.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,7980.8388064,0,0
1841,0,0,1,0,0,0,44.5,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,8037.8352361,0,0
1842,0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,800.0,9.0,0,0,0,1,0,1,0,0,0,0,0,1,0,8091.9890262,0,0
1843,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,8094.6009174,0,0
1844,0,0,0,0,0,1,24.5,1,0,0,0,0,0,0,0,1,0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,8098.8877131,0,0
1845,0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,549.5,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,8107.8359205,0,0
1846,0,0,0,1,0,0,60.0,1,1,0,0,0,0,0,0,0,1,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,8135.5107975,0,0
1847,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,8176.3888986,0,0
1848,0,0,1,0,0,0,54.5,0,1,1,0,0,0,0,0,0,0,151.5,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,8245.8004376,0,0
1849,0,0,0,1,0,0,24.5,1,0,0,0,0,0,0,0,1,0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,8344.8882452,0,0
1850,0,0,0,0,0,1,34.5,1,0,1,0,0,0,0,0,0,0,449.5,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,8346.8514696,0,0
1851,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,749.5,6.5,0,0,0,1,0,1,0,0,0,0,0,0,1,8387.4063563,0,0
1852,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,800.0,6.5,1,0,0,0,0,0,0,0,0,0,0,1,0,8438.3599065,0,0
1853,0,0,0,0,0,1,24.5,0,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,8477.9998767,0,0
1854,0,0,0,1,0,0,44.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,8591.7034998,0,0
1855,0,0,0,0,1,0,34.5,0,1,1,0,0,0,0,0,0,0,151.5,2.0,0,0,0,1,0,1,0,1,0,0,0,0,0,8642.632785,0,0
1856,0,0,0,1,0,0,34.5,0,1,0,1,0,0,0,0,0,0,449.5,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,8691.7227805,0,0
1857,0,0,0,1,0,0,60.0,1,1,0,0,1,0,0,0,0,0,349.5,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,8739.3041239,0,0
1858,0,0,0,1,0,0,19.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,8770.9555053,0,0
1859,0,0,0,1,0,0,34.5,0,0,1,0,0,0,0,0,0,0,249.5,6.5,0,0,1,0,0,0,0,1,0,0,0,0,0,8850.9172254,0,0
1860,0,0,0,0,0,1,54.5,0,1,1,0,0,0,0,0,0,0,800.0,6.5,0,0,1,0,0,0,0,0,0,1,0,0,0,8853.7236665,0,0
1861,0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,249.5,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,8855.3327578,0,0
1862,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,749.5,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,8880.509562,0,0
1863,0,0,0,0,1,0,24.5,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,8917.5126661,0,0
1864,0,0,0,0,0,1,60.0,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,8924.8607155,0,0
1865,0,0,0,0,0,1,60.0,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,0,0,1,0,1,0,0,0,0,0,0,1,8964.869244,0,0
1866,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,12.5,0,0,1,0,0,1,0,0,0,0,0,1,0,8986.4015863,0,0
1867,0,0,0,0,0,1,44.5,1,1,0,1,0,0,0,0,0,0,151.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,9060.7422669,0,0
1868,0,0,0,0,0,1,34.5,1,0,1,0,0,0,0,0,0,0,249.5,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,9062.4265552,0,0
1869,0,0,0,0,0,1,60.0,0,1,0,0,0,0,1,0,0,0,103.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,9087.3217151,0,0
1870,0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,249.5,6.5,0,0,1,0,0,0,0,0,0,0,1,0,0,9159.2998501,0,0
1871,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,9185.1504027,0,0
1872,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,9203.0060833,0,0
1873,0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,9220.1145819,0,0
1874,0,0,1,0,0,0,24.5,0,0,0,0,0,0,1,0,0,0,103.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,9226.0079168,0,0
1875,0,0,0,1,0,0,34.5,0,0,1,0,0,0,0,0,0,0,549.5,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,9237.6487613,0,0
1876,0,0,1,0,0,0,44.5,1,0,1,0,0,0,0,0,0,0,349.5,9.0,1,0,0,0,0,0,0,0,0,0,0,1,0,9263.5384982,0,0
1877,0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,800.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,9272.0110165,0,0
1878,0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,9276.7161503,0,0
1879,0,0,1,0,0,0,54.5,1,0,1,0,0,0,0,0,0,0,800.0,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,9278.8453632,0,0
1880,0,0,0,0,0,1,34.5,0,0,1,0,0,0,0,0,0,0,249.5,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,9313.4082388,0,0
1881,0,0,0,1,0,0,60.0,1,1,0,0,0,0,0,0,0,1,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,9433.9053835,0,0
1882,0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,9455.3147047,0,0
1883,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,749.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,9483.2868585,0,0
1884,0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,449.5,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,9565.3243763,0,0
1885,0,0,0,1,0,0,54.5,1,1,0,0,0,0,1,0,0,0,349.5,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,9568.4732523,0,0
1886,0,0,0,0,0,1,54.5,0,1,0,0,0,0,1,0,0,0,103.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,9571.9180319,0,0
1887,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,9684.6920611,0,0
1888,0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,449.5,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,9705.073011,0,0
1889,0,0,1,0,0,0,44.5,1,1,1,0,0,0,0,0,0,0,549.5,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,9752.2137806,0,0
1890,0,0,0,0,0,1,34.5,1,0,1,0,0,0,0,0,0,0,349.5,12.5,1,0,0,0,0,0,0,0,0,0,1,0,0,9761.339596,0,0
1891,0,0,0,1,0,0,34.5,0,0,1,0,0,0,0,0,0,0,349.5,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,9774.4018007,0,0
1892,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,9790.4460474,0,0
1893,0,0,1,0,0,0,54.5,1,1,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,9794.66225,0,0
1894,0,0,0,0,0,1,24.5,1,0,0,0,0,0,1,0,0,0,103.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,9823.969012,0,0
1895,0,0,0,0,0,1,54.5,0,1,1,0,0,0,0,0,0,0,249.5,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,9887.1700582,0,0
1896,0,0,0,1,0,0,24.5,0,0,0,0,0,0,0,0,1,0,0.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,9918.4530087,0,0
1897,0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,549.5,17.5,1,0,0,0,0,0,0,0,0,0,0,1,0,9952.8342065,0,0
1898,0,0,0,0,1,0,34.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,9987.4305566,0,0
1899,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,800.0,6.5,0,0,1,0,0,1,0,0,0,0,0,0,1,9988.776209,0,0
1900,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,649.5,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,10105.618967,0,0
1901,0,0,0,0,0,1,54.5,0,1,0,0,0,0,0,1,0,0,0.0,3.3,0,0,1,0,0,0,0,0,0,1,0,0,0,10119.813619,0,0
1902,0,0,0,0,0,1,44.5,1,0,0,0,1,0,0,0,0,0,249.5,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,10286.693677,0,0
1903,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,10297.672899,0,0
1904,0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,449.5,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,10297.540461,0,0
1905,0,0,0,0,0,1,34.5,1,0,1,0,0,0,0,0,0,0,249.5,3.3,0,0,0,0,1,0,0,0,0,0,1,0,0,10303.958638,0,0
1906,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,10355.886858,0,0
1907,0,0,0,0,0,1,34.5,1,0,1,0,0,0,0,0,0,0,249.5,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,10431.984624,0,0
1908,0,0,0,1,0,0,34.5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,10445.911538,0,0
1909,0,0,1,0,0,0,24.5,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,10453.842578,0,0
1910,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,800.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,10469.209203,0,0
1911,0,0,0,1,0,0,44.5,1,1,0,1,0,0,0,0,0,0,649.5,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,10491.059926,0,0
1912,0,0,1,0,0,0,44.5,1,1,0,0,1,0,0,0,0,0,449.5,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,10494.765848,0,0
1913,0,0,0,1,0,0,44.5,1,1,0,0,1,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,10773.505661,0,0
1914,0,0,0,1,0,0,54.5,0,1,0,0,1,0,0,0,0,0,103.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,10787.973612,0,0
1915,0,0,0,1,0,0,60.0,1,1,0,0,1,0,0,0,0,0,449.5,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,10813.47198,0,0
1916,0,0,1,0,0,0,54.5,1,0,0,0,0,0,0,0,0,1,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,10873.478716,0,0
1917,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,10966.565964,0,0
1918,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,11088.550257,0,0
1919,0,0,0,1,0,0,60.0,1,1,0,0,0,0,0,0,0,1,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,11334.067952,0,0
1920,0,0,0,0,1,0,34.5,0,1,1,0,0,0,0,0,0,0,349.5,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,11369.655709,0,0
1921,0,0,0,0,0,1,60.0,1,1,1,0,0,0,0,0,0,0,449.5,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,11450.153027,0,0
1922,0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,549.5,6.5,0,1,0,0,0,0,0,0,0,0,1,0,0,11460.963573,0,0
1923,0,0,0,0,1,0,34.5,1,0,1,0,0,0,0,0,0,0,449.5,6.5,0,0,1,0,0,0,0,0,0,0,1,0,0,11505.662092,0,0
1924,0,0,0,1,0,0,54.5,0,1,0,0,0,0,1,0,0,0,103.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,11537.486323,0,0
1925,0,0,0,1,0,0,44.5,1,1,0,1,0,0,0,0,0,0,349.5,12.5,0,0,1,0,0,1,0,0,0,0,0,1,0,11636.599482,0,0
1926,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,800.0,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,11706.139235,0,0
1927,0,0,0,0,1,0,44.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,11789.95909,0,0
1928,0,0,0,0,1,0,54.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,11834.916494,0,0
1929,0,0,0,0,0,1,24.5,1,0,1,0,0,0,0,0,0,0,249.5,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,11872.282068,0,0
1930,0,0,0,0,1,0,54.5,1,0,0,1,0,0,0,0,0,0,151.5,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,11875.834941,0,0
1931,0,0,0,1,0,0,24.5,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,11878.41092,0,0
1932,0,0,0,0,0,1,54.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,11889.385121,0,0
1933,0,0,0,0,1,0,54.5,0,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,11963.511799,0,0
1934,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,12112.311078,0,0
1935,0,0,0,0,0,1,34.5,0,0,0,0,0,0,1,0,0,0,249.5,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,12126.354105,0,0
1936,0,0,0,1,0,0,24.5,1,0,0,0,0,0,0,0,1,0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,1,0,0,12126.550261,0,0
1937,0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,349.5,2.0,0,0,0,1,0,1,0,0,0,0,0,0,1,12354.983791,0,0
1938,0,0,0,0,0,1,54.5,1,0,1,0,0,0,0,0,0,0,549.5,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,12381.642154,0,0
1939,0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,12427.112931,0,0
1940,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,800.0,6.5,0,0,1,0,0,0,0,0,0,0,0,1,0,12463.262572,0,0
1941,0,0,0,0,0,1,34.5,0,1,1,0,0,0,0,0,0,0,349.5,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,12561.738818,0,0
1942,0,0,0,0,0,1,24.5,1,0,0,0,1,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,12563.626655,0,0
1943,0,0,0,0,0,1,24.5,1,0,1,0,0,0,0,0,0,0,449.5,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,12615.644331,0,0
1944,0,0,0,0,0,1,44.5,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,12619.863594,0,0
1945,0,0,1,0,0,0,44.5,0,1,1,0,0,0,0,0,0,0,349.5,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,12621.217915,0,0
1946,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,0.0,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,12652.481942,0,0
1947,0,0,0,1,0,0,44.5,1,0,0,1,0,0,0,0,0,0,349.5,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,12760.495723,0,0
1948,0,0,0,1,0,0,54.5,1,1,0,0,0,1,0,0,0,0,103.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,12802.707662,0,0
1949,0,0,0,0,0,1,60.0,1,1,0,0,0,0,1,0,0,0,249.5,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,12849.590099,0,0
1950,0,0,0,0,0,1,34.5,0,1,0,0,0,0,0,0,0,1,0.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,12909.980233,0,0
1951,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,12975.455496,0,0
1952,0,0,0,0,0,1,34.5,0,1,0,0,0,0,1,0,0,0,103.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,13075.558933,0,0
1953,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,13080.085578,0,0
1954,0,0,0,1,0,0,44.5,1,1,0,1,0,0,0,0,0,0,649.5,12.5,0,0,1,0,0,1,0,0,0,0,0,1,0,13116.093713,0,0
1955,0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,649.5,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,13207.385422,0,0
1956,0,0,0,0,0,1,44.5,0,0,1,0,0,0,0,0,0,0,800.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,13265.841537,0,0
1957,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,649.5,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,13313.282596,0,0
1958,0,0,0,0,1,0,44.5,0,1,0,0,0,0,1,0,0,0,103.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,13324.216344,0,0
1959,0,0,0,0,0,1,60.0,1,1,1,0,0,0,0,0,0,0,800.0,17.5,0,0,1,0,0,0,0,0,0,0,0,0,1,13480.44392,0,0
1960,0,0,0,0,0,1,34.5,1,0,1,0,0,0,0,0,0,0,249.5,9.0,0,0,1,0,0,0,0,0,0,0,1,0,0,13528.430446,0,0
1961,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,13618.240161,0,0
1962,0,0,0,0,0,1,44.5,1,0,1,0,0,0,0,0,0,0,549.5,6.5,1,0,0,0,0,0,0,0,0,0,0,1,0,13688.008926,0,0
1963,0,0,1,0,0,0,44.5,1,1,1,0,0,0,0,0,0,0,800.0,6.5,0,0,1,0,0,1,0,0,0,0,0,1,0,13872.915739,0,0
1964,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,800.0,17.5,0,0,1,0,0,0,0,0,0,0,0,0,1,13967.186258,0,0
1965,0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,349.5,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,14003.940005,0,0
1966,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,449.5,3.3,0,0,1,0,0,0,0,0,0,0,0,1,0,14157.00188,0,0
1967,0,0,0,0,1,0,34.5,1,1,1,0,0,0,0,0,0,0,800.0,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,14270.847804,0,0
1968,0,0,0,0,0,1,44.5,1,0,0,0,1,0,0,0,0,0,349.5,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,14360.849943,0,0
